repo_start_end_commit,repo_name,start_commit,end_commit
apache_camel__61faaa50161f346ff36cb92354506f7d4558151f__61faaa50161f346ff36cb92354506f7d4558151f,apache_camel,61faaa50161f346ff36cb92354506f7d4558151f,61faaa50161f346ff36cb92354506f7d4558151f
apache_camel__63c94ffbf43d61c2458caa9ee670fc4f928131af__63c94ffbf43d61c2458caa9ee670fc4f928131af,apache_camel,63c94ffbf43d61c2458caa9ee670fc4f928131af,63c94ffbf43d61c2458caa9ee670fc4f928131af
apache_camel__79a2ad61ecef99de9618eadc9935568a2793e7f6__79a2ad61ecef99de9618eadc9935568a2793e7f6,apache_camel,79a2ad61ecef99de9618eadc9935568a2793e7f6,79a2ad61ecef99de9618eadc9935568a2793e7f6
apache_camel__7ba68f344f2ed0c95ac627f43220f220f68e8ce4__7ba68f344f2ed0c95ac627f43220f220f68e8ce4,apache_camel,7ba68f344f2ed0c95ac627f43220f220f68e8ce4,7ba68f344f2ed0c95ac627f43220f220f68e8ce4
apache_camel__869d3edf57d22dd07c7281d4ff828f18b78c56f3__869d3edf57d22dd07c7281d4ff828f18b78c56f3,apache_camel,869d3edf57d22dd07c7281d4ff828f18b78c56f3,869d3edf57d22dd07c7281d4ff828f18b78c56f3
apache_camel__86d45cf7c7cd43570fb754ef0414f4b85462ad16__86d45cf7c7cd43570fb754ef0414f4b85462ad16,apache_camel,86d45cf7c7cd43570fb754ef0414f4b85462ad16,86d45cf7c7cd43570fb754ef0414f4b85462ad16
apache_camel__8d9219a5f56d1c0d9fc004827b0ba8974f46acd5__8d9219a5f56d1c0d9fc004827b0ba8974f46acd5,apache_camel,8d9219a5f56d1c0d9fc004827b0ba8974f46acd5,8d9219a5f56d1c0d9fc004827b0ba8974f46acd5
apache_camel__8dbe547c1ff18ad01b75caded45fdd1242005bf1__8dbe547c1ff18ad01b75caded45fdd1242005bf1,apache_camel,8dbe547c1ff18ad01b75caded45fdd1242005bf1,8dbe547c1ff18ad01b75caded45fdd1242005bf1
apache_camel__91851493bc6185a9cf90d6e1e8fc34c4dbabc408__91851493bc6185a9cf90d6e1e8fc34c4dbabc408,apache_camel,91851493bc6185a9cf90d6e1e8fc34c4dbabc408,91851493bc6185a9cf90d6e1e8fc34c4dbabc408
apache_camel__ac1ddae4a1d83346d17abac94539e1acd28a0137__ac1ddae4a1d83346d17abac94539e1acd28a0137,apache_camel,ac1ddae4a1d83346d17abac94539e1acd28a0137,ac1ddae4a1d83346d17abac94539e1acd28a0137
apache_camel__c3bf1c4c61c078f62bab51bd80d147105c20b05d__c3bf1c4c61c078f62bab51bd80d147105c20b05d,apache_camel,c3bf1c4c61c078f62bab51bd80d147105c20b05d,c3bf1c4c61c078f62bab51bd80d147105c20b05d
apache_camel__c639b46d2e8e440ea6acfff894a7f5e22a886830__c639b46d2e8e440ea6acfff894a7f5e22a886830,apache_camel,c639b46d2e8e440ea6acfff894a7f5e22a886830,c639b46d2e8e440ea6acfff894a7f5e22a886830
apache_camel__d8a377579c279e05b2ee5def6c68567652413a20__d8a377579c279e05b2ee5def6c68567652413a20,apache_camel,d8a377579c279e05b2ee5def6c68567652413a20,d8a377579c279e05b2ee5def6c68567652413a20
apache_camel__e325c9144d90d9d098ede9e39e93b2a8531da30b__e325c9144d90d9d098ede9e39e93b2a8531da30b,apache_camel,e325c9144d90d9d098ede9e39e93b2a8531da30b,e325c9144d90d9d098ede9e39e93b2a8531da30b
apache_camel__e6c35646845ad8c701ddd55b6fca3e7defaf110c__e6c35646845ad8c701ddd55b6fca3e7defaf110c,apache_camel,e6c35646845ad8c701ddd55b6fca3e7defaf110c,e6c35646845ad8c701ddd55b6fca3e7defaf110c
apache_cayenne__8381a0ae7f8b0838a3f3009b8256bb9d5d82e54b__8381a0ae7f8b0838a3f3009b8256bb9d5d82e54b,apache_cayenne,8381a0ae7f8b0838a3f3009b8256bb9d5d82e54b,8381a0ae7f8b0838a3f3009b8256bb9d5d82e54b
apache_cayenne__c208ae6a170dabe1a4a9cf3578aa61e5de03e744__c208ae6a170dabe1a4a9cf3578aa61e5de03e744,apache_cayenne,c208ae6a170dabe1a4a9cf3578aa61e5de03e744,c208ae6a170dabe1a4a9cf3578aa61e5de03e744
apache_cayenne__d2601badf427c0362cd39ad69565bf8977fd4600__d2601badf427c0362cd39ad69565bf8977fd4600,apache_cayenne,d2601badf427c0362cd39ad69565bf8977fd4600,d2601badf427c0362cd39ad69565bf8977fd4600
apache_cayenne__fec6ede4025c6264c7c06c896a6ecfb8f43f4ec0__fec6ede4025c6264c7c06c896a6ecfb8f43f4ec0,apache_cayenne,fec6ede4025c6264c7c06c896a6ecfb8f43f4ec0,fec6ede4025c6264c7c06c896a6ecfb8f43f4ec0
apache_chemistry-opencmis__019fb4b46f3930bce36fa0270baa9e8a67e97d32__019fb4b46f3930bce36fa0270baa9e8a67e97d32,apache_chemistry-opencmis,019fb4b46f3930bce36fa0270baa9e8a67e97d32,019fb4b46f3930bce36fa0270baa9e8a67e97d32
apache_chemistry-opencmis__392d9d4b83e4045dcf786cbb3ac0d3efe1a5ad1b__392d9d4b83e4045dcf786cbb3ac0d3efe1a5ad1b,apache_chemistry-opencmis,392d9d4b83e4045dcf786cbb3ac0d3efe1a5ad1b,392d9d4b83e4045dcf786cbb3ac0d3efe1a5ad1b
apache_chemistry-opencmis__c69922f4eb51102fc426e38bb76bc8db2e7889c7__c69922f4eb51102fc426e38bb76bc8db2e7889c7,apache_chemistry-opencmis,c69922f4eb51102fc426e38bb76bc8db2e7889c7,c69922f4eb51102fc426e38bb76bc8db2e7889c7
apache_clerezza__d77dbe2085ffa89b2a933637c5432d113b7432b8__d77dbe2085ffa89b2a933637c5432d113b7432b8,apache_clerezza,d77dbe2085ffa89b2a933637c5432d113b7432b8,d77dbe2085ffa89b2a933637c5432d113b7432b8
apache_cloudstack__decde6d129ce8c87a82d8aa00a6723b91c322e02__decde6d129ce8c87a82d8aa00a6723b91c322e02,apache_cloudstack,decde6d129ce8c87a82d8aa00a6723b91c322e02,decde6d129ce8c87a82d8aa00a6723b91c322e02
apache_cocoon__80e6738689cb20380045b895797640eb8b61d5b9__80e6738689cb20380045b895797640eb8b61d5b9,apache_cocoon,80e6738689cb20380045b895797640eb8b61d5b9,80e6738689cb20380045b895797640eb8b61d5b9
apache_commons-jcs__847320656335f3ee30378d43c102d3a809b3bad5__847320656335f3ee30378d43c102d3a809b3bad5,apache_commons-jcs,847320656335f3ee30378d43c102d3a809b3bad5,847320656335f3ee30378d43c102d3a809b3bad5
apache_commons-vfs__316fa5fedd04ec2621202651c6d4d27749717294__316fa5fedd04ec2621202651c6d4d27749717294,apache_commons-vfs,316fa5fedd04ec2621202651c6d4d27749717294,316fa5fedd04ec2621202651c6d4d27749717294
apache_commons-vfs__5c67cfb9248f61fd65295b30c3765cf6351fe414__5c67cfb9248f61fd65295b30c3765cf6351fe414,apache_commons-vfs,5c67cfb9248f61fd65295b30c3765cf6351fe414,5c67cfb9248f61fd65295b30c3765cf6351fe414
apache_crunch__78a3eb7d9b176f1ae1506c3eada6b1205ccb7cdf__78a3eb7d9b176f1ae1506c3eada6b1205ccb7cdf,apache_crunch,78a3eb7d9b176f1ae1506c3eada6b1205ccb7cdf,78a3eb7d9b176f1ae1506c3eada6b1205ccb7cdf
apache_crunch__82cecc0cea64cb3cd47d6bc0c9562e49509b34ca__82cecc0cea64cb3cd47d6bc0c9562e49509b34ca,apache_crunch,82cecc0cea64cb3cd47d6bc0c9562e49509b34ca,82cecc0cea64cb3cd47d6bc0c9562e49509b34ca
apache_curator__4bd2c0bfb516f23c8ca168642cf43f6a1822fbd9__4bd2c0bfb516f23c8ca168642cf43f6a1822fbd9,apache_curator,4bd2c0bfb516f23c8ca168642cf43f6a1822fbd9,4bd2c0bfb516f23c8ca168642cf43f6a1822fbd9
apache_cxf-fediz__6446c4648a50373f1c95c13fce98edde37b9a55f__6446c4648a50373f1c95c13fce98edde37b9a55f,apache_cxf-fediz,6446c4648a50373f1c95c13fce98edde37b9a55f,6446c4648a50373f1c95c13fce98edde37b9a55f
apache_cxf-fediz__8fe5f00455c8dcf7fcfeccf690243c7e63771f91__8fe5f00455c8dcf7fcfeccf690243c7e63771f91,apache_cxf-fediz,8fe5f00455c8dcf7fcfeccf690243c7e63771f91,8fe5f00455c8dcf7fcfeccf690243c7e63771f91
apache_cxf-fediz__a37649cae0973f11afe71952bbf525f3fada7904__a37649cae0973f11afe71952bbf525f3fada7904,apache_cxf-fediz,a37649cae0973f11afe71952bbf525f3fada7904,a37649cae0973f11afe71952bbf525f3fada7904
apache_cxf-fediz__b26c4bc220ec0b307a5f9c5597885a87a76be4d8__b26c4bc220ec0b307a5f9c5597885a87a76be4d8,apache_cxf-fediz,b26c4bc220ec0b307a5f9c5597885a87a76be4d8,b26c4bc220ec0b307a5f9c5597885a87a76be4d8
apache_cxf-fediz__ee240b7cf18a8649db70be4370051efe9a730761__ee240b7cf18a8649db70be4370051efe9a730761,apache_cxf-fediz,ee240b7cf18a8649db70be4370051efe9a730761,ee240b7cf18a8649db70be4370051efe9a730761
apache_cxf__01b0bba54cb5e8e0bd275d69814de23d3e967e02__01b0bba54cb5e8e0bd275d69814de23d3e967e02,apache_cxf,01b0bba54cb5e8e0bd275d69814de23d3e967e02,01b0bba54cb5e8e0bd275d69814de23d3e967e02
apache_cxf__3ea079e061b2842e63583711ea74421450227bff__3ea079e061b2842e63583711ea74421450227bff,apache_cxf,3ea079e061b2842e63583711ea74421450227bff,3ea079e061b2842e63583711ea74421450227bff
apache_cxf__3f4fd1c96ed389a7153df630ab01033ad3b350f5__3f4fd1c96ed389a7153df630ab01033ad3b350f5,apache_cxf,3f4fd1c96ed389a7153df630ab01033ad3b350f5,3f4fd1c96ed389a7153df630ab01033ad3b350f5
apache_cxf__41a515be1223ccc01aeed1951d0e33e8915274ca__41a515be1223ccc01aeed1951d0e33e8915274ca,apache_cxf,41a515be1223ccc01aeed1951d0e33e8915274ca,41a515be1223ccc01aeed1951d0e33e8915274ca
apache_cxf__461b064ce5fd3adb59c16ac4b3d3a61389f1bea4__461b064ce5fd3adb59c16ac4b3d3a61389f1bea4,apache_cxf,461b064ce5fd3adb59c16ac4b3d3a61389f1bea4,461b064ce5fd3adb59c16ac4b3d3a61389f1bea4
apache_cxf__53665508433e8a492748459ce4d23ef3efcc0342__53665508433e8a492748459ce4d23ef3efcc0342,apache_cxf,53665508433e8a492748459ce4d23ef3efcc0342,53665508433e8a492748459ce4d23ef3efcc0342
apache_cxf__5960c04d98d4cbe5cb154dffd017d867412d31f7__5960c04d98d4cbe5cb154dffd017d867412d31f7,apache_cxf,5960c04d98d4cbe5cb154dffd017d867412d31f7,5960c04d98d4cbe5cb154dffd017d867412d31f7
apache_cxf__6918eba1a3229cece97dd90127804b094d82a345__6918eba1a3229cece97dd90127804b094d82a345,apache_cxf,6918eba1a3229cece97dd90127804b094d82a345,6918eba1a3229cece97dd90127804b094d82a345
apache_cxf__8e8f01a3cb5a83c5b97b5a037acb5e0bb777e3aa__8e8f01a3cb5a83c5b97b5a037acb5e0bb777e3aa,apache_cxf,8e8f01a3cb5a83c5b97b5a037acb5e0bb777e3aa,8e8f01a3cb5a83c5b97b5a037acb5e0bb777e3aa
apache_cxf__9936cebb4fedb08d7f0c340c279163a9b3ff36bc__9936cebb4fedb08d7f0c340c279163a9b3ff36bc,apache_cxf,9936cebb4fedb08d7f0c340c279163a9b3ff36bc,9936cebb4fedb08d7f0c340c279163a9b3ff36bc
apache_cxf__996d0745469b044cc8a29168add803f22706c443__996d0745469b044cc8a29168add803f22706c443,apache_cxf,996d0745469b044cc8a29168add803f22706c443,996d0745469b044cc8a29168add803f22706c443
apache_cxf__aed303cc99a78048d39953df30117ae04ab0485a__aed303cc99a78048d39953df30117ae04ab0485a,apache_cxf,aed303cc99a78048d39953df30117ae04ab0485a,aed303cc99a78048d39953df30117ae04ab0485a
apache_cxf__bd752af34253f18cd8ef51817f5cfba8bc4825ed__bd752af34253f18cd8ef51817f5cfba8bc4825ed,apache_cxf,bd752af34253f18cd8ef51817f5cfba8bc4825ed,bd752af34253f18cd8ef51817f5cfba8bc4825ed
apache_cxf__ca939f548293a2e996bbd35c227230597d6b696f__ca939f548293a2e996bbd35c227230597d6b696f,apache_cxf,ca939f548293a2e996bbd35c227230597d6b696f,ca939f548293a2e996bbd35c227230597d6b696f
apache_cxf__cb332a23ad51e738ae9a3d5fe9f39518e04194e9__cb332a23ad51e738ae9a3d5fe9f39518e04194e9,apache_cxf,cb332a23ad51e738ae9a3d5fe9f39518e04194e9,cb332a23ad51e738ae9a3d5fe9f39518e04194e9
apache_cxf__d279286ae875f0c3f1e37f2a7a6b597776646b05__d279286ae875f0c3f1e37f2a7a6b597776646b05,apache_cxf,d279286ae875f0c3f1e37f2a7a6b597776646b05,d279286ae875f0c3f1e37f2a7a6b597776646b05
apache_cxf__d40d2579c83d46e59c830c9f27c241e1069123d0__d40d2579c83d46e59c830c9f27c241e1069123d0,apache_cxf,d40d2579c83d46e59c830c9f27c241e1069123d0,d40d2579c83d46e59c830c9f27c241e1069123d0
apache_cxf__dd669dc18d6e9e45c19d0781c9af8a903ccf953f__dd669dc18d6e9e45c19d0781c9af8a903ccf953f,apache_cxf,dd669dc18d6e9e45c19d0781c9af8a903ccf953f,dd669dc18d6e9e45c19d0781c9af8a903ccf953f
apache_cxf__efb2c3082fe8799a9d90a696e31239551b4f1823__efb2c3082fe8799a9d90a696e31239551b4f1823,apache_cxf,efb2c3082fe8799a9d90a696e31239551b4f1823,efb2c3082fe8799a9d90a696e31239551b4f1823
apache_cxf__f03092295a836f5013561174224da38bbbb1dad3__f03092295a836f5013561174224da38bbbb1dad3,apache_cxf,f03092295a836f5013561174224da38bbbb1dad3,f03092295a836f5013561174224da38bbbb1dad3
apache_cxf__fa943eeafa8c197a9eb1e45fa119088ede0c0d43__fa943eeafa8c197a9eb1e45fa119088ede0c0d43,apache_cxf,fa943eeafa8c197a9eb1e45fa119088ede0c0d43,fa943eeafa8c197a9eb1e45fa119088ede0c0d43
apache_directmemory__b08f093a4cea4e0b81abe0bdcfb47f19a67edc9e__b08f093a4cea4e0b81abe0bdcfb47f19a67edc9e,apache_directmemory,b08f093a4cea4e0b81abe0bdcfb47f19a67edc9e,b08f093a4cea4e0b81abe0bdcfb47f19a67edc9e
apache_directmemory__d223182aabe7d6c91ee110af1925d1d9216c82a8__d223182aabe7d6c91ee110af1925d1d9216c82a8,apache_directmemory,d223182aabe7d6c91ee110af1925d1d9216c82a8,d223182aabe7d6c91ee110af1925d1d9216c82a8
apache_directory-fortress-core__c4ec02a0afd9af1d4b3e6ec086e9a4261b0e7d76__c4ec02a0afd9af1d4b3e6ec086e9a4261b0e7d76,apache_directory-fortress-core,c4ec02a0afd9af1d4b3e6ec086e9a4261b0e7d76,c4ec02a0afd9af1d4b3e6ec086e9a4261b0e7d76
apache_directory-server__28b852e8d9bd762b337da51fee46bc2a6d3ba05a__28b852e8d9bd762b337da51fee46bc2a6d3ba05a,apache_directory-server,28b852e8d9bd762b337da51fee46bc2a6d3ba05a,28b852e8d9bd762b337da51fee46bc2a6d3ba05a
apache_directory-server__742dff9c4625725debcb754acfb0f65bc32dcfd8__742dff9c4625725debcb754acfb0f65bc32dcfd8,apache_directory-server,742dff9c4625725debcb754acfb0f65bc32dcfd8,742dff9c4625725debcb754acfb0f65bc32dcfd8
apache_directory-server__a17bab9b77162a4d44b7d7a31aec588b81ff11b1__a17bab9b77162a4d44b7d7a31aec588b81ff11b1,apache_directory-server,a17bab9b77162a4d44b7d7a31aec588b81ff11b1,a17bab9b77162a4d44b7d7a31aec588b81ff11b1
apache_directory-server__d5e8015727c8b3b1aac0197cb879207534ee466c__d5e8015727c8b3b1aac0197cb879207534ee466c,apache_directory-server,d5e8015727c8b3b1aac0197cb879207534ee466c,d5e8015727c8b3b1aac0197cb879207534ee466c
apache_directory-server__f9c25f9c082007364d3a73475b192ee661425ea8__f9c25f9c082007364d3a73475b192ee661425ea8,apache_directory-server,f9c25f9c082007364d3a73475b192ee661425ea8,f9c25f9c082007364d3a73475b192ee661425ea8
apache_drill__44b1f9af39125049234d32f0097fb0a0efc69c25__44b1f9af39125049234d32f0097fb0a0efc69c25,apache_drill,44b1f9af39125049234d32f0097fb0a0efc69c25,44b1f9af39125049234d32f0097fb0a0efc69c25
apache_drill__8fe8f2cc25fa183d36fcb06ed533ffc9e501322c__8fe8f2cc25fa183d36fcb06ed533ffc9e501322c,apache_drill,8fe8f2cc25fa183d36fcb06ed533ffc9e501322c,8fe8f2cc25fa183d36fcb06ed533ffc9e501322c
apache_drill__ad6a19d8573b1931f3f65262218d7d263f2c901b__ad6a19d8573b1931f3f65262218d7d263f2c901b,apache_drill,ad6a19d8573b1931f3f65262218d7d263f2c901b,ad6a19d8573b1931f3f65262218d7d263f2c901b
apache_dubbo-admin__995e06b547cb7554c99deb3129fca19b2c35aa8b__995e06b547cb7554c99deb3129fca19b2c35aa8b,apache_dubbo-admin,995e06b547cb7554c99deb3129fca19b2c35aa8b,995e06b547cb7554c99deb3129fca19b2c35aa8b
apache_dubbo-samples__22a33983cd1fbbe8f761858d12bc6e7c67bf653d__22a33983cd1fbbe8f761858d12bc6e7c67bf653d,apache_dubbo-samples,22a33983cd1fbbe8f761858d12bc6e7c67bf653d,22a33983cd1fbbe8f761858d12bc6e7c67bf653d
apache_dubbo-spring-boot-project__fc5fe09a5a94beab5b8aed2bd2047b77e836b54c__fc5fe09a5a94beab5b8aed2bd2047b77e836b54c,apache_dubbo-spring-boot-project,fc5fe09a5a94beab5b8aed2bd2047b77e836b54c,fc5fe09a5a94beab5b8aed2bd2047b77e836b54c
apache_dubbo__009167fb1f6d552e1d85ffbfdc95959b8974156f__009167fb1f6d552e1d85ffbfdc95959b8974156f,apache_dubbo,009167fb1f6d552e1d85ffbfdc95959b8974156f,009167fb1f6d552e1d85ffbfdc95959b8974156f
apache_dubbo__890a79b3fd2fc930366c49841a49ad8a05da67d2__890a79b3fd2fc930366c49841a49ad8a05da67d2,apache_dubbo,890a79b3fd2fc930366c49841a49ad8a05da67d2,890a79b3fd2fc930366c49841a49ad8a05da67d2
apache_dubbo__c26dd04776af3fbc977ca8910a6f45654b05ed38__c26dd04776af3fbc977ca8910a6f45654b05ed38,apache_dubbo,c26dd04776af3fbc977ca8910a6f45654b05ed38,c26dd04776af3fbc977ca8910a6f45654b05ed38
apache_dubbo__dbe9a2f21d5925f041c3f7b5e9be5edd2c65ff37__dbe9a2f21d5925f041c3f7b5e9be5edd2c65ff37,apache_dubbo,dbe9a2f21d5925f041c3f7b5e9be5edd2c65ff37,dbe9a2f21d5925f041c3f7b5e9be5edd2c65ff37
apache_dubbo__f5b99c6af0777fdb3244b44328935b41d7d3fd99__f5b99c6af0777fdb3244b44328935b41d7d3fd99,apache_dubbo,f5b99c6af0777fdb3244b44328935b41d7d3fd99,f5b99c6af0777fdb3244b44328935b41d7d3fd99
apache_dubbo__f9e8b153aa148fa5d14bab105305c2a630fdcac7__f9e8b153aa148fa5d14bab105305c2a630fdcac7,apache_dubbo,f9e8b153aa148fa5d14bab105305c2a630fdcac7,f9e8b153aa148fa5d14bab105305c2a630fdcac7
apache_empire-db__bb86406dc14a58f507543ab9728637a23d51f6fa__bb86406dc14a58f507543ab9728637a23d51f6fa,apache_empire-db,bb86406dc14a58f507543ab9728637a23d51f6fa,bb86406dc14a58f507543ab9728637a23d51f6fa
apache_falcon__b036d740a4dc13bb5e8102dde71519229f202506__b036d740a4dc13bb5e8102dde71519229f202506,apache_falcon,b036d740a4dc13bb5e8102dde71519229f202506,b036d740a4dc13bb5e8102dde71519229f202506
apache_flink__312d12730f5077b003f93af1f4a43ff0dd431040__312d12730f5077b003f93af1f4a43ff0dd431040,apache_flink,312d12730f5077b003f93af1f4a43ff0dd431040,312d12730f5077b003f93af1f4a43ff0dd431040
apache_flink__486f9df63b46b30b6d80fb103aad39f14a328f66__486f9df63b46b30b6d80fb103aad39f14a328f66,apache_flink,486f9df63b46b30b6d80fb103aad39f14a328f66,486f9df63b46b30b6d80fb103aad39f14a328f66
apache_flink__6f1737333176b04ca8a496eb470c918f097de705__6f1737333176b04ca8a496eb470c918f097de705,apache_flink,6f1737333176b04ca8a496eb470c918f097de705,6f1737333176b04ca8a496eb470c918f097de705
apache_flink__89083883e83d1cc5c558fda35e87ceeca9607104__89083883e83d1cc5c558fda35e87ceeca9607104,apache_flink,89083883e83d1cc5c558fda35e87ceeca9607104,89083883e83d1cc5c558fda35e87ceeca9607104
apache_flink__a2826ccded5b20374e71dc8377a119e692559647__a2826ccded5b20374e71dc8377a119e692559647,apache_flink,a2826ccded5b20374e71dc8377a119e692559647,a2826ccded5b20374e71dc8377a119e692559647
apache_flink__af3ac36c00c9881f4692596dbc6791dfbc1705f0__af3ac36c00c9881f4692596dbc6791dfbc1705f0,apache_flink,af3ac36c00c9881f4692596dbc6791dfbc1705f0,af3ac36c00c9881f4692596dbc6791dfbc1705f0
apache_flume__140ea5d2808b7f6fce496e5e2d175821f302f25b__140ea5d2808b7f6fce496e5e2d175821f302f25b,apache_flume,140ea5d2808b7f6fce496e5e2d175821f302f25b,140ea5d2808b7f6fce496e5e2d175821f302f25b
apache_flume__33d8324129e8e15b8d84fc2fd0f2576d480b9142__33d8324129e8e15b8d84fc2fd0f2576d480b9142,apache_flume,33d8324129e8e15b8d84fc2fd0f2576d480b9142,33d8324129e8e15b8d84fc2fd0f2576d480b9142
apache_flume__69c66efefdcd74904986f2727bdf0d52dd9a75e5__69c66efefdcd74904986f2727bdf0d52dd9a75e5,apache_flume,69c66efefdcd74904986f2727bdf0d52dd9a75e5,69c66efefdcd74904986f2727bdf0d52dd9a75e5
apache_flume__84a5acbc4a0de14cde1a60f496d0d9b879fac077__84a5acbc4a0de14cde1a60f496d0d9b879fac077,apache_flume,84a5acbc4a0de14cde1a60f496d0d9b879fac077,84a5acbc4a0de14cde1a60f496d0d9b879fac077
apache_fluo__ae8e2630525517fab8f6d6e163125eac20533976__ae8e2630525517fab8f6d6e163125eac20533976,apache_fluo,ae8e2630525517fab8f6d6e163125eac20533976,ae8e2630525517fab8f6d6e163125eac20533976
apache_fluo__e5353c4d8c7631fafd8e7b980fee3f4bfba6f817__ae8e2630525517fab8f6d6e163125eac20533976,apache_fluo,e5353c4d8c7631fafd8e7b980fee3f4bfba6f817,ae8e2630525517fab8f6d6e163125eac20533976
apache_ftpserver__ffc44085b7f1d9bdd656eb676d10b76adfbbe091__ffc44085b7f1d9bdd656eb676d10b76adfbbe091,apache_ftpserver,ffc44085b7f1d9bdd656eb676d10b76adfbbe091,ffc44085b7f1d9bdd656eb676d10b76adfbbe091
apache_geode__62a26158fac41841745ce10841e3ffe2826b2506__62a26158fac41841745ce10841e3ffe2826b2506,apache_geode,62a26158fac41841745ce10841e3ffe2826b2506,62a26158fac41841745ce10841e3ffe2826b2506
apache_geronimo__1495888030ca52630e27646ded22dcc91679fea5__1495888030ca52630e27646ded22dcc91679fea5,apache_geronimo,1495888030ca52630e27646ded22dcc91679fea5,1495888030ca52630e27646ded22dcc91679fea5
apache_geronimo__1c37df41daaaa54034c59650b2d599d1ca582bf9__1c37df41daaaa54034c59650b2d599d1ca582bf9,apache_geronimo,1c37df41daaaa54034c59650b2d599d1ca582bf9,1c37df41daaaa54034c59650b2d599d1ca582bf9
apache_geronimo__3373438ba843f7de4b2eb2e84ee3e82670d75b56__3373438ba843f7de4b2eb2e84ee3e82670d75b56,apache_geronimo,3373438ba843f7de4b2eb2e84ee3e82670d75b56,3373438ba843f7de4b2eb2e84ee3e82670d75b56
apache_geronimo__3864b56bcd07d368e943bb28a88364dff451006e__3864b56bcd07d368e943bb28a88364dff451006e,apache_geronimo,3864b56bcd07d368e943bb28a88364dff451006e,3864b56bcd07d368e943bb28a88364dff451006e
apache_geronimo__3a224ef7981f88ae3bc2ba48cb09505c74283741__3a224ef7981f88ae3bc2ba48cb09505c74283741,apache_geronimo,3a224ef7981f88ae3bc2ba48cb09505c74283741,3a224ef7981f88ae3bc2ba48cb09505c74283741
apache_geronimo__3a224ef7981f88ae3bc2ba48cb09505c74283741__3f4839df66e4051e0c4d77424693a9657bb1e9e7,apache_geronimo,3a224ef7981f88ae3bc2ba48cb09505c74283741,3f4839df66e4051e0c4d77424693a9657bb1e9e7
apache_geronimo__3b2f8948a90a73cacaf55b5ec93910f4a3d77014__3b2f8948a90a73cacaf55b5ec93910f4a3d77014,apache_geronimo,3b2f8948a90a73cacaf55b5ec93910f4a3d77014,3b2f8948a90a73cacaf55b5ec93910f4a3d77014
apache_geronimo__45e94291d32a059e6f303b8b98c746c4bac39e19__45e94291d32a059e6f303b8b98c746c4bac39e19,apache_geronimo,45e94291d32a059e6f303b8b98c746c4bac39e19,45e94291d32a059e6f303b8b98c746c4bac39e19
apache_geronimo__6353c34363c4c3e0bc7a540efdd778d80d3d0079__6353c34363c4c3e0bc7a540efdd778d80d3d0079,apache_geronimo,6353c34363c4c3e0bc7a540efdd778d80d3d0079,6353c34363c4c3e0bc7a540efdd778d80d3d0079
apache_geronimo__638a569e878db27e3b4e8273e61d5d6a6f8570cd__638a569e878db27e3b4e8273e61d5d6a6f8570cd,apache_geronimo,638a569e878db27e3b4e8273e61d5d6a6f8570cd,638a569e878db27e3b4e8273e61d5d6a6f8570cd
apache_geronimo__68ff3c6f7ef71263cff6cf35de23f24f5ddcd5f5__68ff3c6f7ef71263cff6cf35de23f24f5ddcd5f5,apache_geronimo,68ff3c6f7ef71263cff6cf35de23f24f5ddcd5f5,68ff3c6f7ef71263cff6cf35de23f24f5ddcd5f5
apache_geronimo__b0b0faef5367f7bcaf2344ce60d778b50f881206__b0b0faef5367f7bcaf2344ce60d778b50f881206,apache_geronimo,b0b0faef5367f7bcaf2344ce60d778b50f881206,b0b0faef5367f7bcaf2344ce60d778b50f881206
apache_geronimo__fcacf1fca875d94e8fa3efe93033b4d403d7e467__fcacf1fca875d94e8fa3efe93033b4d403d7e467,apache_geronimo,fcacf1fca875d94e8fa3efe93033b4d403d7e467,fcacf1fca875d94e8fa3efe93033b4d403d7e467
apache_giraph__b551367c6d1bf4522323b7678c6eca95555b153f__b551367c6d1bf4522323b7678c6eca95555b153f,apache_giraph,b551367c6d1bf4522323b7678c6eca95555b153f,b551367c6d1bf4522323b7678c6eca95555b153f
apache_griffin__043dd8d24f958715f23198a269aeef9b5c1f95fb__043dd8d24f958715f23198a269aeef9b5c1f95fb,apache_griffin,043dd8d24f958715f23198a269aeef9b5c1f95fb,043dd8d24f958715f23198a269aeef9b5c1f95fb
apache_groovy__456e6a6ef2f27f6a78b5a3c4b5e1287333efb622__456e6a6ef2f27f6a78b5a3c4b5e1287333efb622,apache_groovy,456e6a6ef2f27f6a78b5a3c4b5e1287333efb622,456e6a6ef2f27f6a78b5a3c4b5e1287333efb622
apache_groovy__4d1c9ab57ef68b70c4943bcf24ba851fd5f4f2a9__4d1c9ab57ef68b70c4943bcf24ba851fd5f4f2a9,apache_groovy,4d1c9ab57ef68b70c4943bcf24ba851fd5f4f2a9,4d1c9ab57ef68b70c4943bcf24ba851fd5f4f2a9
apache_groovy__533c2a93f869d94bf3760f91fd5880be318b266e__533c2a93f869d94bf3760f91fd5880be318b266e,apache_groovy,533c2a93f869d94bf3760f91fd5880be318b266e,533c2a93f869d94bf3760f91fd5880be318b266e
apache_groovy__d28d8235630d3a5d2940598a8fd562039a078c57__a881c12aae720a817d1cadc393902d2ba583c762,apache_groovy,d28d8235630d3a5d2940598a8fd562039a078c57,a881c12aae720a817d1cadc393902d2ba583c762
